filename, bike, bus, car, hydrant, light, motor, person, sign, truck
video-fg5eBhFE7kHyXPtBi-frame-000509-MFwbjDzWLbYxhfuo7_jpg.rf.83a910554357311bce214454956c9f7e.jpg,1,0,1,1,1,0,1,1,0
video-cprcATqPmWGnc3cgi-frame-001126-8oRwjbjhnAQ8TR9wh_jpg.rf.8415f9ddee2ab8940e3c615b9ec9c7db.jpg,0,0,1,0,0,0,1,1,1
video-zNFzcc9wW8XB4QwTa-frame-001327-TQLW6YDaEY9KNAkj2_jpg.rf.83fa0205bf5dda1c15971e1bf505f43d.jpg,0,0,1,0,0,1,0,0,0
video-BjSfmxLQqCGjg8tya-frame-007781-SgSB4qKiKZnTrwGyn_jpg.rf.83e16ee5c4209d301c2355f5a11a8ad1.jpg,0,0,1,0,0,0,0,1,0
video-9BBhGg3MKeaChnLjP-frame-002260-jvnWs3qp2yFd6hoAi_jpg.rf.83855c01ec87aecf2e7f859af9949964.jpg,0,0,1,0,0,0,0,0,0
video-DJYDQTZH7GLCqw3Tx-frame-003017-e73GEWETYYcwCc5sW_jpg.rf.83ee304697edb703ce22b7ea02d041e3.jpg,1,0,1,0,0,0,1,0,0
video-wGdqQimawNX3RYv76-frame-008458-G7kvYR8u9dFEisjvS_jpg.rf.84311ddd0f774964c6405904298b1c20.jpg,0,0,1,0,0,0,1,0,0
video-r68Yr9RPWEp5fW2ZF-frame-016939-TDvKQxgoRN2SJB82s_jpg.rf.8441761070b077738ec2af61a22133c2.jpg,0,0,1,0,1,0,1,1,0
video-2Af3dwvs6YPfwSSf6-frame-003000-JDCnjR57S7SyyuhHx_jpg.rf.83b0d7d9cc64848598ec079095797f2b.jpg,0,0,1,0,0,0,1,1,0
video-AEZAaF8epmvQv5Nfj-frame-009759-fbYukxsbDLbfsfoZu_jpg.rf.83d29e493bfe71e5e4682145d595f42b.jpg,0,0,1,0,0,0,1,0,0
video-AEZAaF8epmvQv5Nfj-frame-006450-yro4KnJnoJuF42CiA_jpg.rf.8442584ad048ec20ec982ecfecda0687.jpg,1,0,1,1,0,0,1,1,0
video-GXXqNLCqyu72TLx5i-frame-002959-WjA27BA7ff25csMQW_jpg.rf.83b7452912296f15c7901060049471fc.jpg,0,0,1,0,1,0,1,1,0
video-r68Yr9RPWEp5fW2ZF-frame-017019-gTRfXSG3KSMDjAEMH_jpg.rf.8455300a8bb698236e5af71ba8309a65.jpg,0,0,1,0,1,0,1,1,0
video-DJYDQTZH7GLCqw3Tx-frame-005066-yKkzdztBFriSpE6dL_jpg.rf.84321c2ef46a4a9f4f3324e6627ab699.jpg,0,0,0,0,0,0,1,0,0
video-a9TgkAvMGtM2gXpdj-frame-008534-mCe3qYCwqtC3Kez5Y_jpg.rf.847b2093c2a1c3e9c8055a715c7a1870.jpg,0,1,1,0,0,1,1,0,0
video-9BBhGg3MKeaChnLjP-frame-000860-JE5MbkiMHSiWgWe8L_jpg.rf.8481156f28ca768c82e77e07115d8154.jpg,0,0,0,0,0,0,0,1,0
video-ELruYFQjkqpZnir29-frame-001456-Lr9kK8kpNXFRcSJcZ_jpg.rf.848b0937f25b1f14cf9fb4cbeb4b0c25.jpg,1,0,1,0,0,0,1,1,0
video-DJYDQTZH7GLCqw3Tx-frame-003811-k785y3vJapxHmWYMC_jpg.rf.8487325cba22288cd7e320f6fc149bcd.jpg,1,0,1,0,0,0,1,1,0
video-Gfv3kbdf5KAYRtPcz-frame-002711-bc7diK7wAp7zLi9pq_jpg.rf.84e05c02b510b7c9c5401b737328723d.jpg,0,0,1,0,0,0,1,1,0
video-8CvM2BExBLyQFZrK8-frame-005506-XPNtC2aSvKaksc7yt_jpg.rf.84d85eae7a707804852ffe5685bd5032.jpg,0,1,1,0,1,0,1,1,1
video-jNQtRj6NGycZDEXpe-frame-005977-Z7WpJLvT4MCknjNu6_jpg.rf.8472ac3ebcc489029ba3e63d2a649463.jpg,1,0,1,0,1,0,1,1,0
video-5RBAcNR5F6fB3i6P5-frame-008519-5oRBFEENxBCKrbBWF_jpg.rf.84a9264867672c0f6f2e44a1d09a1fbf.jpg,0,0,1,0,0,0,0,0,0
video-JFiGa9oAAN2queuLt-frame-001324-bprm8d7QxqT32pgN3_jpg.rf.84fc63d50b68f2f01a0ed6f879910c03.jpg,1,0,1,1,1,0,1,0,0
video-r68Yr9RPWEp5fW2ZF-frame-006086-Tg8deerYZyi2cY2EP_jpg.rf.84fbdfc0c5efba3fcae90c54b35e2d72.jpg,1,0,1,0,0,0,1,1,0
video-Gfv3kbdf5KAYRtPcz-frame-003305-9qtWqEDX6Fb6HCHtP_jpg.rf.84585460e1f0a70aaef7a13fe004f848.jpg,1,0,1,0,0,0,1,1,0
video-DJYDQTZH7GLCqw3Tx-frame-003601-8cZHxKbM9cEzoMqaj_jpg.rf.8465ce85f21de9c51ac5f7ad28d00e07.jpg,1,0,1,0,0,0,1,1,0
video-JnRLAYvPLms37xEzD-frame-002700-mQ7KHMmWkRRhHkmrd_jpg.rf.84e86ed8998f2aa698fc99fcb74ec893.jpg,0,0,1,0,0,0,0,0,0
video-wGdqQimawNX3RYv76-frame-001200-dtJaGHgEAoZJ7WqnJ_jpg.rf.84b9754026361f093ee5445bedc9251a.jpg,0,0,1,0,0,0,0,1,0
video-GXXqNLCqyu72TLx5i-frame-005056-wMChoRK63F4yvpx5t_jpg.rf.84afd94e328438a56f1a5b97eafa9a82.jpg,1,0,1,0,1,0,1,1,0
video-iFWh9r9TJWmTzTrha-frame-002747-2rmvgXHeGqwzCaRZs_jpg.rf.84dd7ea17e2cc7a31278ec7df63a9165.jpg,1,0,1,0,0,0,0,1,0
video-yNoh5QQAPbR9Afm4i-frame-003376-JCTfk6HoRgWGXYKLi_jpg.rf.84fc74e81d3d005054537eb30713f995.jpg,0,0,1,0,0,0,1,0,1
video-nCxsLGvXK8o25AmXW-frame-002010-aWRKdEtC3jDPHKCgL_jpg.rf.84ead8aecc13ab469ef862915284aeb9.jpg,0,0,1,0,1,0,1,1,1
video-o68zKob2nb8QMktLF-frame-000581-WsNqqpxxtsouyzeLo_jpg.rf.850be9d121bb7fd0c1c9d230128ec02d.jpg,0,0,1,1,0,0,0,0,0
video-2SReBn5LtAkL5HMj2-frame-011095-8SEcDWSnZuzPr5pGw_jpg.rf.850d2c99880d3f5d3e3e9db8fd80eccd.jpg,0,0,1,0,1,0,0,1,1
video-XCJD9qhzXNoZCn37i-frame-007574-LRfLMrrdQDK4ahS6j_jpg.rf.852c68aaefec1b04cdf85d7cb7dcae2a.jpg,0,1,1,0,0,1,1,1,0
video-7yaY3LisuPdNyfZH9-frame-004987-HsEkFxmMjRw7eWeMi_jpg.rf.850cb4390e4c9d8bf6975a573679ada1.jpg,0,0,1,0,0,0,0,0,1
video-nodg7n2aFzCWFJBnv-frame-003849-pYQgENS4JQwXEnz5c_jpg.rf.853cfb66e5d2571391be76178da020cb.jpg,1,0,1,0,1,0,1,0,1
video-SyzNY82LYZrhkPH7x-frame-003248-YJpkeJkYZ7pdKoMST_jpg.rf.85309e2b53c1ed0c1bea2946ee248797.jpg,0,0,1,0,0,0,1,1,0
video-XNM8eHsvxCMJ6peuj-frame-001330-bPwXeoYiiCxBzewgv_jpg.rf.8550da3e948bc8dbb1edb9096260eded.jpg,0,0,1,0,0,1,1,0,0
video-mBQmysFvQtPK36MsF-frame-001136-zWyraR3fdzDtrjyRh_jpg.rf.85412d2a3353d476567a8a34f0d11b51.jpg,0,0,1,0,0,0,0,1,0
video-3eAD4KjAqae5iq48L-frame-000754-PPATHnstmm6BEP2dt_jpg.rf.8576a4381b67aa6d50e06d4bfc729daf.jpg,0,0,1,0,0,0,1,0,0
video-7RdKmtytvKgfNcTNv-frame-004800-cxtejZkH2Cwy2f47j_jpg.rf.85660b40550df613899470dcd26b98c7.jpg,0,0,1,0,1,0,0,1,0
video-5YffDt2oYT6CDzYHk-frame-001594-dGhcjmedubp9mQggr_jpg.rf.8540d48e8fef530ac73e4bbb8090cf14.jpg,1,0,1,0,1,0,1,1,0
video-EcPY55txZdfhevYiW-frame-012705-cnvhbg9qXBHW8eWwy_jpg.rf.85869a2a0818c0c18c081b5c9a768e9f.jpg,0,1,1,0,1,0,1,1,0
video-gwN2KCXHzE6CQJ85P-frame-004500-Jpg8xHpp5HD4uxn9L_jpg.rf.8586974f06e7fb4c1b301e1753510f54.jpg,0,0,1,0,1,0,0,1,0
video-AEZAaF8epmvQv5Nfj-frame-015581-RKAixX7CejR6eLWpD_jpg.rf.857a297fb0b3591cd3114d3e935546c2.jpg,0,0,1,0,0,0,1,0,0
video-4zQqsnWRwK7SFPpBy-frame-001512-5qpFjGumiYZzpvoNk_jpg.rf.8580e23519223a06dee89071e039e9eb.jpg,0,0,1,0,0,0,0,1,0
video-rnZseY2bPiYhWEF2m-frame-007470-dkcieiB9psmgd74aZ_jpg.rf.859011111a23a4e7694a43879f66b299.jpg,0,0,1,0,0,0,1,1,0
video-vbhpsNpMoX2Qbhw2A-frame-000474-viPeYGEPX6ZRRfXND_jpg.rf.85674e520a47ee53ae24de4e56e54e8d.jpg,0,0,1,1,1,0,1,1,0
video-yNoh5QQAPbR9Afm4i-frame-003946-YvedJE4gzefCn9DvM_jpg.rf.855f13d3cdd0fffeed614fbe2223c24d.jpg,0,0,1,0,1,0,1,0,1
video-nodg7n2aFzCWFJBnv-frame-001960-CBXLH8sWHDEJPwDB3_jpg.rf.858de4f88c28819f9cba7ea5e11d038a.jpg,1,0,1,0,1,0,1,0,0
video-AkvAvb4X72cnTbbCw-frame-002169-RJmLrjg2CswJEXNWw_jpg.rf.854e1a475ad1f54e566d07f8edeae2e8.jpg,0,0,1,0,1,0,1,0,0
video-AEZAaF8epmvQv5Nfj-frame-013450-Pix5T6tq5MXgwGWDq_jpg.rf.85c413e1a28b1e62f2177eacdc369b47.jpg,1,0,1,0,0,0,1,0,0
video-7EPybiwBrzjDKn7TZ-frame-002277-yamkQbbmoaLNoi3tC_jpg.rf.85dfdee63ac4f33cbccaf96f10986809.jpg,1,0,1,0,0,1,1,1,0
video-7EPybiwBrzjDKn7TZ-frame-002307-C3e3vJNjCrPW73mCM_jpg.rf.85d5c6881ea1cce0324fd62ab992d028.jpg,1,0,1,0,0,1,1,1,0
video-TTDq3x6HSvFx3YRDH-frame-000570-EGcAmY3QSjeC7yoqL_jpg.rf.85c4ddc085541f1cf2a5ebe150e5fbf7.jpg,0,0,1,0,0,0,1,1,0
video-DJYDQTZH7GLCqw3Tx-frame-000660-Hcr6YTa2cAsGtkxj5_jpg.rf.85e3885e90bbb25e155d29485c34d9ff.jpg,1,0,1,0,0,0,1,0,0
video-AEZAaF8epmvQv5Nfj-frame-015031-dXzXq5SBSCA7vMdsr_jpg.rf.85bc72cca074a0182a6b8e6cbbb04673.jpg,1,0,1,0,0,0,1,0,0
video-JFiGa9oAAN2queuLt-frame-004667-tDNTvSn9mCN8FufnB_jpg.rf.85d855c0168f1a11fea508afd1af2864.jpg,1,1,1,1,0,0,1,0,0
video-2rsjnZFyGQGeynfbv-frame-002478-3aGLGbgJdYkaLmttd_jpg.rf.85e8df53eb009c4a709ce2db416f44ed.jpg,0,0,1,0,0,0,1,0,0
video-ZicHYAPRYGdu82nAa-frame-002424-wZvvr92g2nXvrwciQ_jpg.rf.8617d49d7a33380e8e0c1056c8546854.jpg,1,0,1,0,1,0,1,1,0
video-RzCFkE9yg95GWAnYj-frame-001200-JGMJLfucY6zvFQMsZ_jpg.rf.8602a4874f560008e8309508dbe3fdbc.jpg,0,0,1,0,0,0,0,1,0
video-86XuF6pPvWfBCqyNt-frame-007169-99kGjY9vr5vzbcSND_jpg.rf.86b1da505aeae60d241f2fc66bb16fe8.jpg,0,0,1,0,0,0,0,1,0
video-JFiGa9oAAN2queuLt-frame-011702-skCNn5BWJthiAKkTx_jpg.rf.866520c2b331056046d783820915780b.jpg,0,0,1,0,1,0,0,0,0
video-JFiGa9oAAN2queuLt-frame-007381-i3ibksYW7YHMirrLD_jpg.rf.863069c6991755953bd5ebea4648da61.jpg,0,0,1,0,1,0,1,1,0
video-AEZAaF8epmvQv5Nfj-frame-014671-WidDPHnCiB3rtBrNG_jpg.rf.86c47e266cc7cf224b252518c30087fd.jpg,0,0,1,0,0,0,1,0,0
video-S5osy2ei487eAM2fw-frame-002388-qeKDSEo4SJWD4H4qP_jpg.rf.86492d85b6dfa31fac02c7c4b6e8c598.jpg,1,0,1,0,1,1,1,1,0
video-vbhpsNpMoX2Qbhw2A-frame-001565-TZKyaRCZMAN98Dyav_jpg.rf.868f49e095ea16b38695ca7069f648c7.jpg,0,0,1,0,1,0,0,1,0
video-r68Yr9RPWEp5fW2ZF-frame-014770-ok3qS2AH3WouFqHGm_jpg.rf.86b73eb6336c18fdbade428a976e99db.jpg,0,0,1,0,1,0,1,1,0
video-24ysbPEGoEKKDvRt6-frame-000525-Wj7A6cgJL9gy83aaY_jpg.rf.869861bb04865e8af13c416a74b6172c.jpg,0,0,1,0,0,0,1,1,0
video-yBdrow6zFe5E8uEwn-frame-012900-QFtrGzB4PjQf2Am9B_jpg.rf.8642e02839d3ba67dd19d81c76aea08b.jpg,1,1,1,0,1,0,1,0,1
video-kDDWXrnLSoSdHCZ7S-frame-001954-ekAp6WfYeTiN3gQk7_jpg.rf.86b1b38c7b64635ece648602a069b8f7.jpg,0,0,1,0,1,0,0,1,0
video-67ZzTP4GCNj69eNPs-frame-001782-ALYXKK8tzY4o9Q2BS_jpg.rf.868ff5ccd0c29f5a6c0094eb23e4598e.jpg,0,1,1,1,1,0,1,1,0
video-DJYDQTZH7GLCqw3Tx-frame-008630-WPBi4TdpT7HR547Wt_jpg.rf.87083d9e640bcebcda80a6e5746b4941.jpg,1,0,1,0,1,0,1,0,0
video-GXXqNLCqyu72TLx5i-frame-000289-8yBvE24NAc9baFXwZ_jpg.rf.86f0d6abcaebe527f56c95a6fa01d1ac.jpg,0,0,1,0,0,0,1,1,0
video-nodg7n2aFzCWFJBnv-frame-002065-YAdECAauLGhTSJNXn_jpg.rf.86ae6b75b2a3e1d0d5167085aaa6a426.jpg,1,0,1,0,0,0,1,1,0
video-vvYEi6EdCrYXeHwpD-frame-009792-7T8eJZSQkaKJFnetE_jpg.rf.8708bd2a01695a6921a1292fe1923e0c.jpg,0,0,1,0,0,0,0,1,1
video-AEZAaF8epmvQv5Nfj-frame-016141-Z9LCWhcWZe8ppSAiy_jpg.rf.871bcd274794bd7b634fb797b10c7997.jpg,0,0,1,0,0,0,1,0,0
video-Gfv3kbdf5KAYRtPcz-frame-003455-Hi3Jo9S876MuP5Jfm_jpg.rf.8704eb892de95d144c943be49aa67016.jpg,1,0,1,1,0,1,1,1,0
video-AEZAaF8epmvQv5Nfj-frame-008560-AQoX9ymnC3x8gy4yy_jpg.rf.8776a355423e98f52215d190238d13cd.jpg,1,0,1,0,0,0,1,0,0
video-Gfv3kbdf5KAYRtPcz-frame-002871-KEMisRdHTE9K8ydYz_jpg.rf.86c3a4fdd1951bacf5cb1b86d0d68133.jpg,0,0,1,0,0,0,1,1,0
video-AEZAaF8epmvQv5Nfj-frame-013600-XkWpFtE4XXXp7Cqfc_jpg.rf.8665a3277e3269a657e45cc93e9bb1de.jpg,1,0,1,0,0,1,1,0,0
video-r68Yr9RPWEp5fW2ZF-frame-014460-ZyvZiyZ8yR2JXaGQw_jpg.rf.879d3beb1da25b59deb5e9cef11156a2.jpg,0,0,1,0,1,0,1,1,0
video-r68Yr9RPWEp5fW2ZF-frame-015695-dpP6rr2ZL4v2ASW53_jpg.rf.872f88a3e0cb073036ba3d9a654b2c0f.jpg,1,0,1,0,1,0,1,0,0
video-sEs53HkN6oRqWdeQK-frame-000597-GWbscFzkTFGShFBzp_jpg.rf.879988d044a7f9efe44c59f43850b8f8.jpg,1,0,1,0,1,0,1,1,0
video-JFiGa9oAAN2queuLt-frame-002687-8nkeKKDtviwemodWn_jpg.rf.87ac23b080efccd0d32ec28ae8be6056.jpg,1,1,1,1,0,0,1,1,0
video-5YffDt2oYT6CDzYHk-frame-000410-YkXScScdnAtxYovvF_jpg.rf.8758806ae11db11bf0fffd8089784fa6.jpg,0,0,1,1,0,0,1,1,0
video-5YffDt2oYT6CDzYHk-frame-003839-oAcn7pGQhAKBF7e5F_jpg.rf.87a5a970d59fbd3f0e6262d636877a39.jpg,0,0,1,1,1,0,1,1,0
video-mBQmysFvQtPK36MsF-frame-001361-WKDHgRfvvsayjXJuH_jpg.rf.875d41a6f422296ddef46ba11c93d337.jpg,0,0,1,0,0,0,1,1,0
video-wGdqQimawNX3RYv76-frame-006474-Gk4Q5GqWSxhMN3isu_jpg.rf.87b6da80fdaa04d339aa9211411960ad.jpg,0,0,0,0,0,0,1,0,0
video-r68Yr9RPWEp5fW2ZF-frame-008663-yXz27tCcwnTChqeDu_jpg.rf.87c2b95d459a1520e64688a74744b125.jpg,0,0,1,0,0,0,1,1,0
video-AEZAaF8epmvQv5Nfj-frame-017102-aB29n7jtk9gz754RM_jpg.rf.87a3a778fccd97a0b7e0e67eaadff5a0.jpg,1,0,1,0,0,0,1,1,0
video-DJYDQTZH7GLCqw3Tx-frame-003631-4orxeMiJvuBt2xtiX_jpg.rf.87dddc3f874d57b984c320b858c0e2a2.jpg,1,0,1,0,0,0,1,1,0
video-aktbgSQhAxvb8arnx-frame-000150-xiwyA3XoqzaXa8DC4_jpg.rf.87e4d1dcd6f88d682d86ec7f3614e79f.jpg,0,0,1,0,0,0,0,1,0
video-nodg7n2aFzCWFJBnv-frame-002215-rdyFo5kQBsqtdnTff_jpg.rf.87fd34263a9f830135a5a346be566a8b.jpg,1,0,1,0,0,0,1,0,0
video-DJYDQTZH7GLCqw3Tx-frame-000020-fSGkSkyFCwnHzRAGq_jpg.rf.87e1f50d5d7e1a88e3f24610ce1f383b.jpg,1,0,1,0,0,0,1,1,0
video-JFiGa9oAAN2queuLt-frame-007231-k6D7AdXSzs3k9WwyH_jpg.rf.87100e7120d426a80090e0305f567856.jpg,1,0,1,0,1,0,1,0,0
video-DJYDQTZH7GLCqw3Tx-frame-001199-5SzDTuE3rut4gkayG_jpg.rf.88085c26dae245821c48732a4702c8ef.jpg,1,0,1,0,0,0,1,0,0
video-DJYDQTZH7GLCqw3Tx-frame-005409-PvbRncCw4HTRqgbgJ_jpg.rf.88032d6ecf2e5e6c454ffc4be97c07ca.jpg,1,0,1,0,0,0,1,0,0
video-bk2x9u9JivsWRS9Nk-frame-005886-XJSEdSNLAe9PEKn2u_jpg.rf.880bfa25a5c65c53260d8ab6b77a64ad.jpg,0,0,1,0,0,0,1,0,1
video-JFiGa9oAAN2queuLt-frame-000220-i8DtHKPd8g7pAsPTG_jpg.rf.881d02f28202051492c2980e9b720142.jpg,0,1,1,0,0,0,1,1,0
video-BjSfmxLQqCGjg8tya-frame-003896-qQCxCyonh8wFF9wKK_jpg.rf.88252629bbd8c4d6c14752f588f92e5c.jpg,1,1,1,0,1,0,1,1,0
video-XqruwSRkto63xLX3v-frame-008118-RdY8qzeiFX4N5thBM_jpg.rf.88296e9e00b7ee6ce7e74e54ee75d062.jpg,0,0,0,0,0,0,1,0,0
video-3eAD4KjAqae5iq48L-frame-012818-qwsZFCRA5HEdvAdxj_jpg.rf.8836b8e1d6d0c5b11cba47275ff96764.jpg,1,1,1,0,0,0,1,0,0
video-TTDq3x6HSvFx3YRDH-frame-000525-67bQcdS7Gt9STPnSE_jpg.rf.881750d334c1774dcb22ce42929bed1d.jpg,0,0,1,0,0,0,1,1,0
video-rnZseY2bPiYhWEF2m-frame-000417-wnjGLGh4F3jyzDFhJ_jpg.rf.885c65e8e43bc0b4824c3fc68baa6877.jpg,1,1,1,0,1,0,1,1,0
video-ZicHYAPRYGdu82nAa-frame-003291-ztMKSuYSJm77LSm27_jpg.rf.8881a361821f7311129d9067e56dc520.jpg,0,0,1,0,1,0,1,1,0
video-AEZAaF8epmvQv5Nfj-frame-009711-zLMxdePZ7mGjhgSTp_jpg.rf.885bf5bc5cfaf93c50b7ccd16ffbaf7c.jpg,0,0,1,0,0,0,1,0,0
