path_img,bbox,class_id
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_120_70_0_06095_jpg.rf.d104283c7b143bb7edf6397d5a18d0e6.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_100_30_0_03291_jpg.rf.0fb6044bc786e782945ef839a3551716.jpg,"[[793.0, 70.0, 12, 34], [805.0, 69.0, 12, 24], [393.0, 293.0, 16, 32]]","[1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_110_70_0_08469_jpg.rf.169dbcc50bc88f8b77f89b3b91ec323e.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_60_50_0_00301_jpg.rf.abb9985d8454ede359b1f856b9a94a41.jpg,"[[920.0, 727.0, 26, 56], [111.0, 437.0, 32, 44], [381.0, 149.0, 24, 56], [838.0, 725.0, 26, 56], [1270.0, 254.0, 22, 54]]","[1, 1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_130_30_0_05586_jpg.rf.3a86a4497a290fd71136720e0059f3fd.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_60_70_0_00546_jpg.rf.7d084b1e5983459c441b8b62617a5726.jpg,"[[1036.0, 22.0, 38, 42], [1006.0, 103.0, 38, 60], [778.0, 512.0, 34, 50], [959.0, 841.0, 36, 56]]","[1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_60_40_0_06509_jpg.rf.6756361c8a629c959a3a36e6ea90d489.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_80_90_0_02277_jpg.rf.edb1b1b55741d5dcfce93db4a6b11a94.jpg,"[[1111.0, 55.0, 28, 28], [1216.0, 49.0, 26, 40], [88.0, 96.0, 34, 34], [1084.0, 432.0, 42, 42], [842.0, 517.0, 26, 32], [861.0, 583.0, 32, 44], [995.0, 659.0, 40, 48], [818.0, 584.0, 50, 34], [770.0, 597.0, 34, 28], [793.0, 664.0, 52, 22], [983.0, 780.0, 40, 34]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_130_40_0_10001_jpg.rf.bb1b10cbeec7f0217a59e6f8900841a9.jpg,"[[529.0, 551.0, 16, 36]]",[1]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_80_50_0_08661_jpg.rf.82f692efc873190a0eceb3bfc96dd4cc.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_60_50_0_01694_jpg.rf.bc34f902f0aecd53b35ab087546f6c08.jpg,"[[240.0, 566.0, 26, 58], [300.0, 551.0, 26, 40], [296.0, 615.0, 22, 56], [382.0, 621.0, 22, 40], [803.0, 365.0, 28, 56], [814.0, 322.0, 22, 46], [926.0, 333.0, 30, 56], [1075.0, 328.0, 16, 46], [1062.0, 352.0, 22, 46], [684.0, 853.0, 26, 44], [609.0, 710.0, 32, 46], [936.0, 278.0, 22, 34]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_60_40_0_01657_jpg.rf.91cf432e8fc097a403550eda3ec3f349.jpg,"[[387.0, 706.0, 28, 46], [508.0, 654.0, 22, 46], [521.0, 695.0, 20, 44], [549.0, 675.0, 16, 48], [862.0, 414.0, 22, 42], [916.0, 439.0, 18, 48], [904.0, 347.0, 18, 40], [920.0, 370.0, 22, 42], [1130.0, 422.0, 18, 42], [982.0, 330.0, 30, 46], [578.0, 667.0, 30, 52]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_80_30_0_04605_jpg.rf.584275b91c4d21d9965ed2ce986e3016.jpg,"[[680.0, 862.0, 18, 42]]",[1]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_120_50_0_05386_jpg.rf.21273c2981322fdc7560059d31dfb3d3.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_110_70_0_08479_jpg.rf.edd93b2039de94c31a0fc0e7fb57675f.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_100_80_0_08241_jpg.rf.c5897bcdeb58b53b3d5b8e54aa749582.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_130_50_0_03901_jpg.rf.09ed046746bf4acf22e2715e2484a89a.jpg,"[[554.0, 162.0, 18, 34], [582.0, 141.0, 18, 36], [597.0, 165.0, 12, 24], [606.0, 177.0, 14, 36], [606.0, 150.0, 14, 26], [620.0, 138.0, 14, 30]]","[1, 1, 1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_110_70_0_03695_jpg.rf.a240881daee2fbe9a158b71723789459.jpg,"[[365.0, 851.0, 24, 32], [636.0, 945.0, 22, 32]]","[1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_110_80_0_08520_jpg.rf.1a04cc6133fa0f82336c37c525c87865.jpg,"[[612.0, 227.0, 22, 40]]",[1]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_80_40_0_08636_jpg.rf.240969cdf3ef8613537ffa8228561192.jpg,"[[625.0, 181.0, 28, 44]]",[1]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_120_80_0_09607_jpg.rf.329a62d466a61a00964305dbb8fe89ec.jpg,"[[1083.0, 201.0, 24, 36]]",[1]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_60_50_0_00397_jpg.rf.a1efa96b735bacddc7c811f7043b3c9c.jpg,"[[317.0, 235.0, 28, 52], [463.0, 55.0, 32, 56], [618.0, 200.0, 30, 58], [695.0, 211.0, 28, 56], [1088.0, 638.0, 30, 58], [860.0, 924.0, 30, 50], [899.0, 999.0, 28, 48], [760.0, 484.0, 26, 62]]","[1, 1, 1, 1, 1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_60_50_0_00320_jpg.rf.57d4ca273107d5cd3604e444993a4010.jpg,"[[374.0, 34.0, 34, 50], [312.0, 68.0, 38, 58], [565.0, 145.0, 24, 52], [391.0, 298.0, 24, 50], [686.0, 394.0, 30, 62], [724.0, 443.0, 30, 68], [1076.0, 650.0, 34, 54]]","[1, 1, 1, 1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_80_50_0_06967_jpg.rf.fd1728753aa704c3c723ae0d4f46b4b1.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_60_30_0_00146_jpg.rf.0c10819757f3ea92921e947894ef9320.jpg,"[[266.0, 213.0, 18, 40], [407.0, 256.0, 16, 34], [498.0, 202.0, 18, 38], [72.0, 517.0, 22, 40], [98.0, 585.0, 18, 40], [27.0, 561.0, 20, 40], [1009.0, 526.0, 20, 46], [1044.0, 486.0, 26, 46], [1031.0, 447.0, 12, 32], [1149.0, 445.0, 16, 40], [1077.0, 356.0, 20, 38], [926.0, 458.0, 18, 42], [772.0, 420.0, 14, 38], [821.0, 243.0, 12, 40], [839.0, 186.0, 16, 34], [745.0, 174.0, 16, 30], [914.0, 41.0, 18, 36], [1147.0, 740.0, 24, 46], [1214.0, 806.0, 18, 46], [1008.0, 961.0, 22, 48], [1192.0, 422.0, 34, 46]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_100_80_0_02477_jpg.rf.59ae298e527735a1241cf721c14361c3.jpg,"[[896.0, 127.0, 22, 36], [901.0, 22.0, 36, 38], [815.0, 150.0, 40, 50], [729.0, 36.0, 24, 34], [680.0, 667.0, 30, 40], [619.0, 599.0, 16, 40], [529.0, 545.0, 48, 56], [491.0, 574.0, 40, 42], [512.0, 646.0, 30, 26], [494.0, 725.0, 34, 40], [423.0, 678.0, 24, 30]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_60_60_0_00515_jpg.rf.7ecd1a641cdb97f981fb28f51010f1f8.jpg,"[[610.0, 18.0, 18, 34], [790.0, 602.0, 22, 50], [787.0, 679.0, 24, 48], [681.0, 804.0, 28, 58], [484.0, 972.0, 26, 62]]","[1, 1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_130_60_0_05651_jpg.rf.38e5e7abb4af9cfb3ccf9e1c25798d14.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_100_50_0_05178_jpg.rf.7465c8ff164fb96c8d5c985cb4335d4b.jpg,"[[1218.0, 777.0, 30, 36]]",[1]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_130_40_0_05589_jpg.rf.5e7bfd524e140058fe43f00ea01cf260.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_60_60_0_00533_jpg.rf.ec156ed5a0f6c99e46d4579917ef7195.jpg,"[[880.0, 305.0, 22, 44], [881.0, 340.0, 28, 46], [1190.0, 484.0, 38, 54]]","[1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_90_80_0_08972_jpg.rf.c38deac0e5ec6252b7d5bd4ac0d8a7af.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_110_30_0_08322_jpg.rf.31fe4a8dbbc5497ce0a29fb186af0c90.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_120_40_0_09474_jpg.rf.1641003e9dea98e9ea8bc992b205cbff.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_90_50_0_08872_jpg.rf.f6d7a838916f986b8230f8a84b95a2ba.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_90_60_0_04941_jpg.rf.5acaa02f85a393c87e5114333fbe84d0.jpg,"[[1119.0, 652.0, 24, 34], [873.0, 248.0, 24, 42], [894.0, 252.0, 18, 42]]","[1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_130_90_0_05715_jpg.rf.0e68c8b77228967123510e02f68d22cb.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_100_50_0_05182_jpg.rf.19b91f7fdfb9a797188606b4206ba8b8.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_90_40_0_08833_jpg.rf.1fc799f31a9b5071293d5d15a220972c.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_130_90_0_10161_jpg.rf.ed822a32fbe42ea62aaaeddf8c3b0b1e.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_130_50_0_03911_jpg.rf.2275d3e30ac2de585032537cb725bb69.jpg,"[[426.0, 422.0, 18, 30], [268.0, 12.0, 18, 22], [508.0, 418.0, 18, 34], [524.0, 454.0, 18, 34], [508.0, 454.0, 14, 26], [513.0, 475.0, 12, 28], [502.0, 480.0, 14, 38]]","[1, 1, 1, 1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_130_70_0_10090_jpg.rf.4ed4604716e0e589a5dca381fb31f745.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_70_60_0_07673_jpg.rf.24d9c2500b0bba905638e6d51c8f3cb2.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_130_60_0_07257_jpg.rf.418c9f17a049dd58b6b688cc53750753.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_80_40_0_02136_jpg.rf.257ad29c608214691c296564a6d7ff56.jpg,"[[83.0, 816.0, 28, 42], [900.0, 667.0, 26, 48], [937.0, 670.0, 32, 42], [620.0, 858.0, 26, 34], [703.0, 911.0, 28, 36], [645.0, 907.0, 28, 28], [621.0, 959.0, 24, 40], [555.0, 971.0, 24, 40]]","[1, 1, 1, 1, 1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_130_50_0_03909_jpg.rf.097453c17de8be97ac8575470c8fbda3.jpg,"[[431.0, 381.0, 16, 36], [527.0, 370.0, 20, 34], [529.0, 408.0, 16, 34], [510.0, 421.0, 18, 36], [464.0, 414.0, 18, 34], [455.0, 454.0, 20, 34]]","[1, 1, 1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_80_60_0_04697_jpg.rf.1c6dbe9c76d150f3afcb95845a9dd707.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_90_60_0_01497_jpg.rf.65527a4b7605bd7d6f0b77b1273d4df2.jpg,"[[944.0, 443.0, 26, 24], [927.0, 468.0, 24, 38], [911.0, 503.0, 16, 32], [903.0, 529.0, 24, 44], [879.0, 526.0, 24, 42], [847.0, 489.0, 40, 52], [843.0, 528.0, 24, 38], [808.0, 480.0, 30, 46], [1141.0, 623.0, 24, 32], [1139.0, 660.0, 28, 42], [987.0, 1008.0, 28, 30]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_80_90_0_02285_jpg.rf.ebccff33a684d83b430459a2e493e8d0.jpg,"[[27.0, 64.0, 36, 26], [1228.0, 20.0, 34, 38], [1248.0, 70.0, 46, 34], [1000.0, 368.0, 46, 26], [707.0, 478.0, 48, 38], [839.0, 521.0, 24, 36], [772.0, 514.0, 30, 22], [840.0, 558.0, 26, 34], [672.0, 576.0, 30, 34], [694.0, 620.0, 42, 42], [987.0, 666.0, 44, 46], [979.0, 785.0, 48, 32], [951.0, 728.0, 52, 50]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_60_70_0_00545_jpg.rf.d81db00f96bf1e3be58cc4997f096909.jpg,"[[982.0, 97.0, 30, 56], [978.0, 154.0, 42, 70], [744.0, 562.0, 34, 54], [974.0, 790.0, 34, 50]]","[1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_60_50_0_06522_jpg.rf.b3bdd3e84a7353204c48c5295fea2d86.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_130_50_0_03927_jpg.rf.12e79714f7eddf737e08ed9b521ce714.jpg,"[[499.0, 148.0, 24, 30], [534.0, 163.0, 18, 32], [520.0, 197.0, 18, 32], [560.0, 184.0, 18, 34], [580.0, 142.0, 14, 30], [588.0, 135.0, 14, 32]]","[1, 1, 1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_60_80_0_01800_jpg.rf.57d9221edd06b86b82a87fe7e9dcd549.jpg,"[[826.0, 113.0, 26, 60], [989.0, 41.0, 28, 48], [435.0, 688.0, 36, 54], [673.0, 496.0, 28, 50], [477.0, 766.0, 48, 46], [724.0, 769.0, 34, 44], [1003.0, 288.0, 24, 50], [988.0, 327.0, 30, 44], [888.0, 942.0, 34, 26], [545.0, 765.0, 36, 44], [548.0, 664.0, 30, 38]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_130_30_0_07146_jpg.rf.520fbec952ac7245747dbb3a585ad24a.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_70_80_0_01091_jpg.rf.f400f1f18423ec1b8753d61656beb3c3.jpg,"[[1041.0, 927.0, 28, 24], [1095.0, 1006.0, 40, 34], [1049.0, 1003.0, 36, 36]]","[1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_120_80_0_02984_jpg.rf.bb17172fa5205e534a12c4e64b49836e.jpg,"[[396.0, 564.0, 30, 26], [352.0, 585.0, 26, 24], [403.0, 600.0, 20, 22], [470.0, 602.0, 30, 26], [334.0, 641.0, 26, 24], [385.0, 652.0, 28, 22], [434.0, 666.0, 18, 18], [348.0, 718.0, 22, 22]]","[1, 1, 1, 1, 1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_120_80_0_09635_jpg.rf.a744ec5c5b16788834f7a41371661a2d.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_90_40_0_01414_jpg.rf.b4df49ca9bbe1dc12bd0fa269d2a4d55.jpg,"[[702.0, 242.0, 22, 42], [733.0, 244.0, 20, 38]]","[1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_120_80_0_02975_jpg.rf.168860c41874c6204473041a66ac89f9.jpg,"[[331.0, 459.0, 20, 20], [347.0, 470.0, 16, 26], [365.0, 481.0, 20, 28], [334.0, 501.0, 18, 28], [354.0, 569.0, 22, 28], [421.0, 581.0, 16, 20], [441.0, 464.0, 24, 22], [469.0, 501.0, 20, 28]]","[1, 1, 1, 1, 1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_60_80_0_00663_jpg.rf.211b41443eba1265f0038e8a2ea4b23a.jpg,"[[224.0, 16.0, 26, 30], [246.0, 632.0, 42, 46], [153.0, 591.0, 44, 40], [235.0, 688.0, 36, 54], [132.0, 638.0, 50, 42], [118.0, 677.0, 50, 44], [147.0, 671.0, 60, 60], [56.0, 695.0, 42, 40], [904.0, 482.0, 34, 50], [265.0, 854.0, 36, 30], [160.0, 832.0, 38, 42], [153.0, 897.0, 36, 60], [86.0, 928.0, 46, 34], [213.0, 899.0, 36, 36], [925.0, 578.0, 32, 34], [780.0, 726.0, 34, 38], [1153.0, 559.0, 36, 32], [1110.0, 586.0, 26, 38], [984.0, 675.0, 34, 44], [1027.0, 684.0, 52, 38], [1142.0, 824.0, 42, 42], [949.0, 872.0, 28, 34], [1002.0, 930.0, 46, 30], [1052.0, 916.0, 38, 42], [953.0, 988.0, 44, 46]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_60_80_0_00640_jpg.rf.66033a554a4d4539c8ece53b2ad39f5a.jpg,"[[298.0, 588.0, 30, 42], [250.0, 676.0, 30, 34], [37.0, 583.0, 24, 32], [24.0, 603.0, 22, 32], [237.0, 12.0, 28, 22], [69.0, 634.0, 28, 46], [122.0, 692.0, 26, 42], [110.0, 653.0, 42, 52], [14.0, 721.0, 26, 48], [115.0, 816.0, 24, 34], [91.0, 929.0, 52, 32], [163.0, 833.0, 36, 48], [158.0, 898.0, 42, 58], [216.0, 899.0, 38, 36], [270.0, 855.0, 34, 36], [934.0, 508.0, 62, 86], [1036.0, 543.0, 30, 36], [896.0, 618.0, 22, 38], [944.0, 701.0, 42, 28], [1041.0, 592.0, 56, 50], [1057.0, 622.0, 48, 46], [1099.0, 649.0, 28, 36], [1081.0, 680.0, 28, 30], [1145.0, 826.0, 40, 42], [950.0, 871.0, 30, 32], [969.0, 894.0, 24, 30], [1104.0, 923.0, 38, 40], [1055.0, 915.0, 40, 48]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_90_90_0_01594_jpg.rf.7a0d0feefc302252dbc2bea90168e440.jpg,"[[914.0, 378.0, 18, 18], [826.0, 392.0, 26, 26], [650.0, 395.0, 26, 36], [810.0, 423.0, 38, 32], [1150.0, 572.0, 34, 26], [900.0, 585.0, 34, 32], [836.0, 567.0, 22, 28], [724.0, 569.0, 22, 28]]","[1, 1, 1, 1, 1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_80_80_0_04778_jpg.rf.66bef5c3cd30adecd9cf52775fdff255.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_90_50_0_08885_jpg.rf.d438e28d88e751f5c892e4629bd0b898.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_120_40_0_06013_jpg.rf.790575318717b4530a74c054546b8b41.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_130_50_0_03928_jpg.rf.42b4410d1b96e3d89f56056a03e7e5d7.jpg,"[[478.0, 162.0, 22, 30], [579.0, 140.0, 16, 30], [589.0, 158.0, 16, 30], [520.0, 175.0, 18, 32], [537.0, 200.0, 16, 34], [508.0, 207.0, 14, 32]]","[1, 1, 1, 1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_60_90_0_07563_jpg.rf.7e6d663ecda8c494083371fe5bd0ba6f.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_130_60_0_05638_jpg.rf.e875b6d552170633b15dd67b100de9f6.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_90_80_0_08956_jpg.rf.0c981e9dfeb72394e68750ad01969ce3.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_120_40_0_09503_jpg.rf.e5c43d435a92ede63650b404641af25c.jpg,"[[117.0, 540.0, 20, 46], [139.0, 425.0, 16, 40], [267.0, 209.0, 20, 40]]","[1, 1, 1]"
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/1_130_60_0_10076_jpg.rf.315b2d54b095d71ac383998edae1f6af.jpg,[],[]
/home/huy/Documents/de_tai_tot_nghiep/Drone Thermal.v4i.voc/imgs/0_100_70_0_08210_jpg.rf.8b988f3121c6ffb279a81d45858f53f0.jpg,[],[]
